FCS_ANALYZED_RESULT_MARKER_ID	POPULATION_MARKER_PREFERRED	POPULATION_MARKER_REPORTED	PREFERRED_ANALYTE_ACCESSION	RESULT_ID
2981056		NA		1047664
2981057	hMME+	CD10+	ANA930	1047665
2981058	hMME+	CD10+	ANA930	1047666
2981059	hMME+	CD10+	ANA930	1047667
2981060	hMME+	CD10+	ANA930	1047668
2981061	hFCER2+	CD23+	ANA922	1047669
2981062	hFCER2+	CD23+	ANA922	1047670
2981063		IGM+		1047671
2981064		IGM+		1047672
2981065	hMME+	CD10+	ANA930	1047673
2981066	hMME+	CD10+	ANA930	1047674
2981067	hFCER2+	CD23+	ANA922	1047675
2981068	hFCER2+	CD23+	ANA922	1047676
2981069		IGM+		1047677
2981070		IGM+		1047678
2981071	hMME+	CD10+	ANA930	1047679
2981072	hMME+	CD10+	ANA930	1047680
2981073	hFCER2+	CD23+	ANA922	1047681
2981074	hFCER2+	CD23+	ANA922	1047682
2981075		IGM+		1047683
2981076		IGM+		1047684
2981077	hFCER2+	CD23+	ANA922	1047685
2981078	hFCER2+	CD23+	ANA922	1047686
2981079		IGM+		1047687
2981080		IGM+		1047688
2981081		T1		1047689
2981082		T1		1047690
2981083		T2		1047691
2981084		T2		1047692
2981085		T3		1047693
2981086		T3		1047694
2981087	hMME+	CD10+	ANA930	1047695
2981088	hMME+	CD10+	ANA930	1047696
2981089		CDIGM+		1047697
2981090		CDIGM+		1047698
2981091		MTG+		1047699
2981092		MTG+		1047700
2981093	hMME+	CD10+	ANA930	1047701
2981094	hMME+	CD10+	ANA930	1047702
2981095	hFCER2+	CD23+	ANA922	1047703
2981096	hFCER2+	CD23+	ANA922	1047704
2981097		IGM+		1047705
2981098		IGM+		1047706
2981099	hMME+	CD10+	ANA930	1047707
2981100	hMME+	CD10+	ANA930	1047708
2981101	hFCER2+	CD23+	ANA922	1047709
2981102	hFCER2+	CD23+	ANA922	1047710
2981103	hFCER2+	CD23+	ANA922	1047711
2981104	hFCER2+	CD23+	ANA922	1047712
2981105		IGM+		1047713
2981106		IGM+		1047714
2981107	hMME+	CD10+	ANA930	1047715
2981108	hMME+	CD10+	ANA930	1047716
2981109	hFCER2+	CD23+	ANA922	1047717
2981110	hFCER2+	CD23+	ANA922	1047718
2981111		IGM+		1047719
2981112		IGM+		1047720
2981113	hMME+	CD10+	ANA930	1047721
2981114	hFCER2+	CD23+	ANA922	1047722
2981115	hIGHD+	IgD+	ANA813	1047723
2981116	hCD27-	CD27-	ANA40	1047723
2981117		MTG-		1047723
2981118	hIGHD+	IgD+	ANA813	1047724
2981119	hCD27-	CD27-	ANA40	1047724
2981120		MTG-		1047724
2981121		IGM+		1047725
2981122	hCR2-	CD21-	ANA919	1047726
2981123	hMKI67+	Ki67+	ANA889	1047726
2981124	hCR2-	CD21-	ANA919	1047727
2981125	hMKI67+	Ki67+	ANA889	1047727
2981126	hCR2-	CD21-	ANA919	1047728
2981127	hCR2-	CD21-	ANA919	1047729
2981128	hCR2+	CD21+	ANA919	1047730
2981129	hMKI67+	Ki67+	ANA889	1047730
2981130	hCR2+	CD21+	ANA919	1047731
2981131	hMKI67+	Ki67+	ANA889	1047731
2981132	hCR2+	CD21+	ANA919	1047732
2981133	hCR2+	CD21+	ANA919	1047733
2981134	hCD86+	CD86+	ANA868	1047734
2981135	hMKI67+	Ki67+	ANA889	1047734
2981136	hCD86+	CD86+	ANA868	1047735
2981137	hMKI67+	Ki67+	ANA889	1047735
2981138	hCD86+	CD86+	ANA868	1047736
2981139	hCD86+	CD86+	ANA868	1047737
2981140	hFAS-	CD95-	ANA85	1047738
2981141	hMKI67+	Ki67+	ANA889	1047738
2981142	hFAS-	CD95-	ANA85	1047739
2981143	hMKI67+	Ki67+	ANA889	1047739
2981144	hFAS-	CD95-	ANA85	1047740
2981145	hFAS-	CD95-	ANA85	1047741
2981146	hFAS+	CD95+	ANA85	1047742
2981147	hMKI67+	Ki67+	ANA889	1047742
2981148	hFAS+	CD95+	ANA85	1047743
2981149	hMKI67+	Ki67+	ANA889	1047743
2981150	hFAS+	CD95+	ANA85	1047744
2981151	hFAS+	CD95+	ANA85	1047745
2981152		IgA+		1047746
2981153	hMKI67+	Ki67+	ANA889	1047746
2981154		IgA+		1047747
2981155	hMKI67+	Ki67+	ANA889	1047747
2981156		IgA+		1047748
2981157		IgA+		1047749
2981158		IgG+		1047750
2981159	hMKI67+	Ki67+	ANA889	1047750
2981160		IgG+		1047751
2981161	hMKI67+	Ki67+	ANA889	1047751
2981162		IgG+		1047752
2981163		IgG+		1047753
2981164	hIGHM+	IgM+	ANA817	1047754
2981165	hMKI67+	Ki67+	ANA889	1047754
2981166	hIGHM+	IgM+	ANA817	1047755
2981167	hMKI67+	Ki67+	ANA889	1047755
2981168	hIGHM+	IgM+	ANA817	1047756
2981169	hIGHM+	IgM+	ANA817	1047757
2981170	hMKI67+	ki67+	ANA889	1047758
2981171	hMKI67+	ki67+	ANA889	1047759
2981172	hCR2-	CD21-	ANA919	1047760
2981173	hMKI67+	Ki67+	ANA889	1047760
2981174	hCR2-	CD21-	ANA919	1047761
2981175	hMKI67+	Ki67+	ANA889	1047761
2981176	hCR2-	CD21-	ANA919	1047762
2981177	hCR2-	CD21-	ANA919	1047763
2981178	hCR2+	CD21+	ANA919	1047764
2981179	hMKI67+	Ki67+	ANA889	1047764
2981180	hCR2+	CD21+	ANA919	1047765
2981181	hMKI67+	Ki67+	ANA889	1047765
2981182	hCR2+	CD21+	ANA919	1047766
2981183	hCR2+	CD21+	ANA919	1047767
2981184	hCD86+	CD86+	ANA868	1047768
2981185	hMKI67+	Ki67+	ANA889	1047768
2981186	hCD86+	CD86+	ANA868	1047769
2981187	hMKI67+	Ki67+	ANA889	1047769
2981188	hCD86+	CD86+	ANA868	1047770
2981189	hCD86+	CD86+	ANA868	1047771
2981190	hFAS-	CD95-	ANA85	1047772
2981191	hMKI67+	Ki67+	ANA889	1047772
2981192	hFAS-	CD95-	ANA85	1047773
2981193	hMKI67+	Ki67+	ANA889	1047773
2981194	hFAS-	CD95-	ANA85	1047774
2981195	hFAS-	CD95-	ANA85	1047775
2981196	hFAS+	CD95+	ANA85	1047776
2981197	hMKI67+	Ki67+	ANA889	1047776
2981198	hFAS+	CD95+	ANA85	1047777
2981199	hMKI67+	Ki67+	ANA889	1047777
2981200	hFAS+	CD95+	ANA85	1047778
2981201	hFAS+	CD95+	ANA85	1047779
2981202		IgA+		1047780
2981203	hMKI67+	Ki67+	ANA889	1047780
2981204		IgA+		1047781
2981205	hMKI67+	Ki67+	ANA889	1047781
2981206		IgA+		1047782
2981207		IgA+		1047783
2981208		IgG+		1047784
2981209	hMKI67+	Ki67+	ANA889	1047784
2981210		IgG+		1047785
2981211	hMKI67+	Ki67+	ANA889	1047785
2981212		IgG+		1047786
2981213		IgG+		1047787
2981214	hIGHM+	IgM+	ANA817	1047788
2981215	hMKI67+	Ki67+	ANA889	1047788
2981216	hIGHM+	IgM+	ANA817	1047789
2981217	hMKI67+	Ki67+	ANA889	1047789
2981218	hIGHM+	IgM+	ANA817	1047790
2981219	hIGHM+	IgM+	ANA817	1047791
2981220	hMKI67+	Ki67+	ANA889	1047792
2981221	hMKI67+	Ki67+	ANA889	1047793
2981222	hCR2-	CD21-	ANA919	1047794
2981223	hMKI67+	ki67+	ANA889	1047794
2981224	hCR2-	CD21-	ANA919	1047795
2981225	hMKI67+	ki67+	ANA889	1047795
2981226	hCR2-	CD21-	ANA919	1047796
2981227	hCR2-	CD21-	ANA919	1047797
2981228	hCR2+	CD21+	ANA919	1047798
2981229	hMKI67+	Ki67+	ANA889	1047798
2981230	hCR2+	CD21+	ANA919	1047799
2981231	hMKI67+	Ki67+	ANA889	1047799
2981232	hCR2+	CD21+	ANA919	1047800
2981233	hCR2+	CD21+	ANA919	1047801
2981234	hCD86+	CD86+	ANA868	1047802
2981235	hMKI67+	Ki67+	ANA889	1047802
2981236	hCD86+	CD86+	ANA868	1047803
2981237	hMKI67+	Ki67+	ANA889	1047803
2981238	hCD86+	CD86+	ANA868	1047804
2981239	hCD86+	CD86+	ANA868	1047805
2981240	hFAS-	CD95-	ANA85	1047806
2981241	hMKI67+	ki67+	ANA889	1047806
2981242	hFAS-	CD95-	ANA85	1047807
2981243	hMKI67+	ki67+	ANA889	1047807
2981244	hFAS-	CD95-	ANA85	1047808
2981245	hFAS-	CD95-	ANA85	1047809
2981246	hFAS+	CD95+	ANA85	1047810
2981247	hMKI67+	Ki67+	ANA889	1047810
2981248	hFAS+	CD95+	ANA85	1047811
2981249	hMKI67+	Ki67+	ANA889	1047811
2981250	hFAS+	CD95+	ANA85	1047812
2981251	hFAS+	CD95+	ANA85	1047813
2981252		IgA+		1047814
2981253	hMKI67+	Ki67+	ANA889	1047814
2981254		IgA+		1047815
2981255	hMKI67+	Ki67+	ANA889	1047815
2981256		IgA+		1047816
2981257		IgA+		1047817
2981258		IgG+		1047818
2981259	hMKI67+	Ki67+	ANA889	1047818
2981260		IgG+		1047819
2981261	hMKI67+	Ki67+	ANA889	1047819
2981262		IgG+		1047820
2981263		IgG+		1047821
2981264	hIGHM+	IgM+	ANA817	1047822
2981265	hMKI67+	Ki67+	ANA889	1047822
2981266	hIGHM+	IgM+	ANA817	1047823
2981267	hMKI67+	Ki67+	ANA889	1047823
2981268	hIGHM+	IgM+	ANA817	1047824
2981269	hIGHM+	IgM+	ANA817	1047825
2981270	hMKI67+	Ki67+	ANA889	1047826
2981271	hMKI67+	Ki67+	ANA889	1047827
2981272	hCR2-	CD21-	ANA919	1047828
2981273	hMKI67+	Ki67+	ANA889	1047828
2981274	hCR2-	CD21-	ANA919	1047829
2981275	hMKI67+	Ki67+	ANA889	1047829
2981276	hCR2-	CD21-	ANA919	1047830
2981277	hCR2-	CD21-	ANA919	1047831
2981278	hCR2+	CD21+	ANA919	1047832
2981279	hMKI67+	Ki67+	ANA889	1047832
2981280	hCR2+	CD21+	ANA919	1047833
2981281	hMKI67+	Ki67+	ANA889	1047833
2981282	hCR2+	CD21+	ANA919	1047834
2981283	hCR2+	CD21+	ANA919	1047835
2981284	hCD86+	CD86+	ANA868	1047836
2981285	hMKI67+	Ki67+	ANA889	1047836
2981286	hCD86+	CD86+	ANA868	1047837
2981287	hMKI67+	Ki67+	ANA889	1047837
2981288	hCD86+	CD86+	ANA868	1047838
2981289	hCD86+	CD86+	ANA868	1047839
2981290	hFAS-	CD95-	ANA85	1047840
2981291	hMKI67+	Ki67+	ANA889	1047840
2981292	hFAS-	CD95-	ANA85	1047841
2981293	hMKI67+	Ki67+	ANA889	1047841
2981294	hFAS-	CD95-	ANA85	1047842
2981295	hFAS-	CD95-	ANA85	1047843
2981296	hFAS+	CD95+	ANA85	1047844
2981297	hMKI67+	Ki67+	ANA889	1047844
2981298	hFAS+	CD95+	ANA85	1047845
2981299	hMKI67+	Ki67+	ANA889	1047845
2981300	hFAS+	CD95+	ANA85	1047846
2981301	hFAS+	CD95+	ANA85	1047847
2981302		IgA+		1047848
2981303	hMKI67+	Ki67+	ANA889	1047848
2981304		IgA+		1047849
2981305	hMKI67+	Ki67+	ANA889	1047849
2981306		IgA+		1047850
2981307		IgA+		1047851
2981308		IgG+		1047852
2981309	hMKI67+	Ki67+	ANA889	1047852
2981310		IgG+		1047853
2981311	hMKI67+	Ki67+	ANA889	1047853
2981312		IgG+		1047854
2981313		IgG+		1047855
2981314	hIGHM+	IgM+	ANA817	1047856
2981315	hMKI67+	Ki67+	ANA889	1047856
2981316	hIGHM+	IgM+	ANA817	1047857
2981317	hMKI67+	Ki67+	ANA889	1047857
2981318	hIGHM+	IgM+	ANA817	1047858
2981319	hIGHM+	IgM+	ANA817	1047859
2981320	hMKI67+	ki67+	ANA889	1047860
2981321	hMKI67+	ki67+	ANA889	1047861
2981322	hCR2-	CD21-	ANA919	1047862
2981323	hMKI67+	Ki67+	ANA889	1047862
2981324	hCR2-	CD21-	ANA919	1047863
2981325	hMKI67+	Ki67+	ANA889	1047863
2981326	hCR2-	CD21-	ANA919	1047864
2981327	hCR2+	CD21+	ANA919	1047865
2981328	hMKI67+	Ki67+	ANA889	1047865
2981329	hCR2+	CD21+	ANA919	1047866
2981330	hMKI67+	Ki67+	ANA889	1047866
2981331	hCR2+	CD21+	ANA919	1047867
2981332	hCD86+	CD86+	ANA868	1047868
2981333	hMKI67+	Ki67+	ANA889	1047868
2981334	hCD86+	CD86+	ANA868	1047869
2981335	hMKI67+	Ki67+	ANA889	1047869
2981336	hCD86+	CD86+	ANA868	1047870
2981337	hFAS-	CD95-	ANA85	1047871
2981338	hMKI67+	Ki67+	ANA889	1047871
2981339	hFAS-	CD95-	ANA85	1047872
2981340	hMKI67+	Ki67+	ANA889	1047872
2981341	hFAS-	CD95-	ANA85	1047873
2981342	hFAS+	CD95+	ANA85	1047874
2981343	hMKI67+	Ki67+	ANA889	1047874
2981344	hFAS+	CD95+	ANA85	1047875
2981345	hMKI67+	Ki67+	ANA889	1047875
2981346	hFAS+	CD95+	ANA85	1047876
2981347		IgA+		1047877
2981348	hMKI67+	Ki67+	ANA889	1047877
2981349		IgA+		1047878
2981350	hMKI67+	Ki67+	ANA889	1047878
2981351		IgA+		1047879
2981352		IgG+		1047880
2981353	hMKI67+	Ki67+	ANA889	1047880
2981354		IgG+		1047881
2981355	hMKI67+	Ki67+	ANA889	1047881
2981356		IgG+		1047882
2981357	hIGHM+	IgM+	ANA817	1047883
2981358	hMKI67+	Ki67+	ANA889	1047883
2981359	hIGHM+	IgM+	ANA817	1047884
2981360	hMKI67+	Ki67+	ANA889	1047884
2981361	hIGHM+	IgM+	ANA817	1047885
2981362	hMKI67+	Ki67+	ANA889	1047886
2981363	hPTPRC/iso:h6-	CD45RA-	ANA816	1047887
2981364		Memory		1047887
2981365	hPTPRC/iso:h6-	CD45RA-	ANA816	1047888
2981366	hCCR6+	CCR6+	ANA36	1047888
2981367	hCCR4+	CCR4+	ANA34	1047888
2981368	hPTPRC/iso:h6-	CD45RA-	ANA816	1047889
2981369	hCCR6+	CCR6+	ANA36	1047889
2981370	hCCR4+	CCR4+	ANA34	1047889
2981371	hPTPRC/iso:h6-	CD45RA-	ANA816	1047890
2981372	hCCR6+	CCR6+	ANA36	1047890
2981373	hCXCR3+	CXCR3+	ANA76	1047890
2981374	hPTPRC/iso:h6-	CD45RA-	ANA816	1047891
2981375	hCCR6+	CCR6+	ANA36	1047891
2981376	hCXCR3+	CXCR3+	ANA76	1047891
2981377	hPTPRC/iso:h6-	CD45RA-	ANA816	1047892
2981378	hCCR6-	CCR6-	ANA36	1047892
2981379	hCCR4+	CCR4+	ANA34	1047892
2981380	hPTPRC/iso:h6-	CD45RA-	ANA816	1047893
2981381	hCCR6-	CCR6-	ANA36	1047893
2981382	hCCR4+	CCR4+	ANA34	1047893
2981383	hPTPRC/iso:h6-	CD45RA-	ANA816	1047894
2981384	hCXCR5-	CXCR5-	ANA78	1047894
2981385	hCXCR3-	CXCR3-	ANA76	1047894
2981386	hCCR6-	CCR6-	ANA36	1047894
2981387	hPTPRC/iso:h6-	CD45RA-	ANA816	1047895
2981388	hCXCR5-	CXCR5-	ANA78	1047895
2981389	hCXCR3-	CXCR3-	ANA76	1047895
2981390	hCCR6-	CCR6-	ANA36	1047895
2981391	hPTPRC/iso:h6-	CD45RA-	ANA816	1047896
2981392	hCXCR5-	CXCR5-	ANA78	1047896
2981393	hCXCR3-	CXCR3-	ANA76	1047896
2981394	hCCR6+	CCR6+	ANA36	1047896
2981395	hPTPRC/iso:h6-	CD45RA-	ANA816	1047897
2981396	hCXCR5-	CXCR5-	ANA78	1047897
2981397	hCXCR3-	CXCR3-	ANA76	1047897
2981398	hCCR6+	CCR6+	ANA36	1047897
2981399	hPTPRC/iso:h6-	CD45RA-	ANA816	1047898
2981400	hCXCR5-	CXCR5-	ANA78	1047898
2981401	hCXCR3+	CXCR3+	ANA76	1047898
2981402	hCCR6+	CCR6+	ANA36	1047898
2981403	hPTPRC/iso:h6-	CD45RA-	ANA816	1047899
2981404	hCXCR5-	CXCR5-	ANA78	1047899
2981405	hCXCR3+	CXCR3+	ANA76	1047899
2981406	hCCR6+	CCR6+	ANA36	1047899
2981407	hPTPRC/iso:h6-	CD45RA-	ANA816	1047900
2981408	hCXCR5-	CXCR5-	ANA78	1047900
2981409	hPTPRC/iso:h6-	CD45RA-	ANA816	1047901
2981410	hCXCR5-	CXCR5-	ANA78	1047901
2981411	hPTPRC/iso:h6-	CD45RA-	ANA816	1047902
2981412	hCXCR5+	CXCR5+	ANA78	1047902
2981413	hCXCR3-	CXCR3-	ANA76	1047902
2981414	hCCR6-	CCR6-	ANA36	1047902
2981415	hPTPRC/iso:h6-	CD45RA-	ANA816	1047903
2981416	hCXCR5+	CXCR5+	ANA78	1047903
2981417	hCXCR3-	CXCR3-	ANA76	1047903
2981418	hCCR6-	CCR6-	ANA36	1047903
2981419	hPTPRC/iso:h6-	CD45RA-	ANA816	1047904
2981420	hCXCR5+	CXCR5+	ANA78	1047904
2981421	hCXCR3-	CXCR3-	ANA76	1047904
2981422	hCCR6+	CCR6+	ANA36	1047904
2981423	hPTPRC/iso:h6-	CD45RA-	ANA816	1047905
2981424	hCXCR5+	CXCR5+	ANA78	1047905
2981425	hCXCR3-	CXCR3-	ANA76	1047905
2981426	hCCR6+	CCR6+	ANA36	1047905
2981427	hPTPRC/iso:h6-	CD45RA-	ANA816	1047906
2981428	hCXCR5+	CXCR5+	ANA78	1047906
2981429	hCXCR3+	CXCR3+	ANA76	1047906
2981430	hCCR6+	CCR6+	ANA36	1047906
2981431	hPTPRC/iso:h6-	CD45RA-	ANA816	1047907
2981432	hCXCR5+	CXCR5+	ANA78	1047907
2981433	hCXCR3+	CXCR3+	ANA76	1047907
2981434	hCCR6+	CCR6+	ANA36	1047907
2981435	hPTPRC/iso:h6-	CD45RA-	ANA816	1047908
2981436	hCXCR5+	CXCR5+	ANA78	1047908
2981437	hPTPRC/iso:h6-	CD45RA-	ANA816	1047909
2981438	hCXCR5+	CXCR5+	ANA78	1047909
2981439	hPTPRC/iso:h6+	CD45RA+ Naive	ANA816	1047910
2981440	hPTPRC/iso:h6-	CD45RA-	ANA816	1047911
2981441	hCCR7-	CCR7-	ANA37	1047911
2981442	hPTPRC/iso:h6-	CD45RA-	ANA816	1047912
2981443	hCCR7-	CCR7-	ANA37	1047912
2981444	hPTPRC/iso:h6-	CD45RA-	ANA816	1047913
2981445	hCCR7+	CCR7+	ANA37	1047913
2981446	hPTPRC/iso:h6-	CD45RA-	ANA816	1047914
2981447	hCCR7+	CCR7+	ANA37	1047914
2981448	hCXCR5+	CXCR5+	ANA78	1047915
2981449	hCD3E+	CD3+	ANA809	1047916
2981450	hCD4+	CD4+	ANA41	1047916
2981451	hCXCR5+	CXCR5+	ANA78	1047917
2981452	hPTPRC/iso:h6-	CD45RA-	ANA816	1047917
2981453	hCXCR5+	CXCR5+	ANA78	1047918
2981454	hPTPRC/iso:h6-	CD45RA-	ANA816	1047918
2981455	hICOS+	ICOS+	ANA898	1047918
2981456	hCXCR5+	CXCR5+	ANA78	1047919
2981457	hPTPRC/iso:h6-	CD45RA-	ANA816	1047919
2981458	hICOS+	ICOS+	ANA898	1047919
2981459	hCXCR5+	CXCR5+	ANA78	1047920
2981460	hPTPRC/iso:h6-	CD45RA-	ANA816	1047920
2981461	hICOS+	ICOS+	ANA898	1047920
2981462	hPDCD1+	PD1+	ANA818	1047920
2981463	hCXCR5+	CXCR5+	ANA78	1047921
2981464	hPTPRC/iso:h6-	CD45RA-	ANA816	1047921
2981465	hICOS+	ICOS+	ANA898	1047921
2981466	hPDCD1+	PD1+	ANA818	1047921
2981467	hIL2RA++	CD25++	ANA163	1047922
2981468	hIL7R+-	CD127+-	ANA182	1047922
2981469	hCD27++	CD27++	ANA40	1047923
2981470	hCD38++	CD38++	ANA808	1047923
2981471	hCD27++	CD27++	ANA40	1047924
2981472	hCD38++	CD38++	ANA808	1047924
2981473	hCD27-	CD27-	ANA40	1047925
2981474	hCD38++	CD38++	ANA808	1047925
2981475	hCD24-	CD24-	ANA807	1047925
2981476	hCD27-	CD27-	ANA40	1047926
2981477	hCD38++	CD38++	ANA808	1047926
2981478	hCD24-	CD24-	ANA807	1047926
2981479	hCD24-	CD24-	ANA807	1047927
2981480	hCD24-	CD24-	ANA807	1047928
2981481	PTPRC/iso:CD45RO+	B220+	ANA822	1047929
2981482	PTPRC/iso:CD45RO+	B220+	ANA822	1047930
2981483	hCR2-	CD21-	ANA919	1047931
2981484	hCR2-	CD21-	ANA919	1047932
2981485	hFAS+	CD95+	ANA85	1047933
2981486	hFAS+	CD95+	ANA85	1047934
2981487	hCXCR3+	CXCR3+	ANA76	1047935
2981488	hCXCR3+	CXCR3+	ANA76	1047936
2981489	hFAS+	CD95+	ANA85	1047937
2981490	hFAS+	CD95+	ANA85	1047938
2981491	PTPRC/iso:CD45RO+	B220+	ANA822	1047939
2981492	PTPRC/iso:CD45RO+	B220+	ANA822	1047940
2981493	hCR2-	CD21-	ANA919	1047941
2981494	hCR2-	CD21-	ANA919	1047942
2981495	hCD24-	CD24-	ANA807	1047943
2981496	hCD24-	CD24-	ANA807	1047944
2981497	hCXCR3+	CXCR3+	ANA76	1047945
2981498	hCXCR3+	CXCR3+	ANA76	1047946
2981499	hCD24-	CD24-	ANA807	1047947
2981500	hCD24-	CD24-	ANA807	1047948
2981501	hFAS+	CD95+	ANA85	1047949
2981502	hFAS+	CD95+	ANA85	1047950
2981503	PTPRC/iso:CD45RO+	B220+	ANA822	1047951
2981504	PTPRC/iso:CD45RO+	B220+	ANA822	1047952
2981505	hCR2-	CD21-	ANA919	1047953
2981506	hCR2-	CD21-	ANA919	1047954
2981507	hCXCR3+	CXCR3+	ANA76	1047955
2981508	hCXCR3+	CXCR3+	ANA76	1047956
2981509	hCR2-	CD21-	ANA919	1047957
2981510	hCR2-	CD21-	ANA919	1047958
2981511	hCD24-	CD24-	ANA807	1047959
2981512	hCD24-	CD24-	ANA807	1047960
2981513	hFAS+	CD95+	ANA85	1047961
2981514	hFAS+	CD95+	ANA85	1047962
2981515	hCXCR3+	CXCR3+	ANA76	1047963
2981516	hCXCR3+	CXCR3+	ANA76	1047964
2981517		95+		1047965
2981518	PTPRC/iso:CD45RO+	B220+	ANA822	1047966
2981519	hCR2-	CD21-	ANA919	1047967
2981520	hCD24-	CD24-	ANA807	1047968
2981521	hCXCR3+	CXCR3+	ANA76	1047969
2981522	hIGHD+	IgD+	ANA813	1047970
2981523	hCD27-	CD27-	ANA40	1047970
2981524	hIGHD+	IgD+	ANA813	1047971
2981525	hCD27+	CD27+	ANA40	1047971
2981526	hIGHD-	IgD-	ANA813	1047972
2981527	hCD27-	CD27-	ANA40	1047972
2981528	hIGHD-	IgD-	ANA813	1047973
2981529	hCD27+	CD27+	ANA40	1047973
2981530		NA		1047974
2981531	PTPRC/iso:CD45RO+	B220+	ANA822	1047975
2981532	PTPRC/iso:CD45RO+	B220+	ANA822	1047976
2981533		NA		1047977
2981534		NA		1047978
2981535	hMME+	CD10+	ANA930	1047979
2981536	hMME+	CD10+	ANA930	1047980
2981537	hMME+	CD10+	ANA930	1047981
2981538	hMME+	CD10+	ANA930	1047982
2981539	hFCER2+	CD23+	ANA922	1047983
2981540	hFCER2+	CD23+	ANA922	1047984
2981541		IGM+		1047985
2981542		IGM+		1047986
2981543	hMME+	CD10+	ANA930	1047987
2981544	hMME+	CD10+	ANA930	1047988
2981545	hFCER2+	CD23+	ANA922	1047989
2981546	hFCER2+	CD23+	ANA922	1047990
2981547		IGM+		1047991
2981548		IGM+		1047992
2981549	hMME+	CD10+	ANA930	1047993
2981550	hMME+	CD10+	ANA930	1047994
2981551	hFCER2+	CD23+	ANA922	1047995
2981552	hFCER2+	CD23+	ANA922	1047996
2981553		IGM+		1047997
2981554		IGM+		1047998
2981555	hFCER2+	CD23+	ANA922	1047999
2981556	hFCER2+	CD23+	ANA922	1048000
2981557		IGM+		1048001
2981558		IGM+		1048002
2981559		T1		1048003
2981560		T1		1048004
2981561		T2		1048005
2981562		T2		1048006
2981563		T3		1048007
2981564		T3		1048008
2981565	hMME+	CD10+	ANA930	1048009
2981566	hMME+	CD10+	ANA930	1048010
2981567		CDIGM+		1048011
2981568		CDIGM+		1048012
2981569		MTG+		1048013
2981570		MTG+		1048014
2981571	hMME+	CD10+	ANA930	1048015
2981572	hMME+	CD10+	ANA930	1048016
2981573	hFCER2+	CD23+	ANA922	1048017
2981574	hFCER2+	CD23+	ANA922	1048018
2981575		IGM+		1048019
2981576		IGM+		1048020
2981577	hMME+	CD10+	ANA930	1048021
2981578	hMME+	CD10+	ANA930	1048022
2981579	hFCER2+	CD23+	ANA922	1048023
2981580	hFCER2+	CD23+	ANA922	1048024
2981581	hFCER2+	CD23+	ANA922	1048025
2981582	hFCER2+	CD23+	ANA922	1048026
2981583		IGM+		1048027
2981584		IGM+		1048028
2981585	hMME+	CD10+	ANA930	1048029
2981586	hMME+	CD10+	ANA930	1048030
2981587	hFCER2+	CD23+	ANA922	1048031
2981588	hFCER2+	CD23+	ANA922	1048032
2981589		IGM+		1048033
2981590		IGM+		1048034
2981591	hMME+	CD10+	ANA930	1048035
2981592	hFCER2+	CD23+	ANA922	1048036
2981593	hIGHD+	IgD+	ANA813	1048037
2981594	hCD27-	CD27-	ANA40	1048037
2981595		MTG-		1048037
2981596	hIGHD+	IgD+	ANA813	1048038
2981597	hCD27-	CD27-	ANA40	1048038
2981598		MTG-		1048038
2981599		IGM+		1048039
2981600	hCR2-	CD21-	ANA919	1048040
2981601	hMKI67+	Ki67+	ANA889	1048040
2981602	hCR2-	CD21-	ANA919	1048041
2981603	hMKI67+	Ki67+	ANA889	1048041
2981604	hCR2-	CD21-	ANA919	1048042
2981605	hCR2-	CD21-	ANA919	1048043
2981606	hCR2+	CD21+	ANA919	1048044
2981607	hMKI67+	Ki67+	ANA889	1048044
2981608	hCR2+	CD21+	ANA919	1048045
2981609	hMKI67+	Ki67+	ANA889	1048045
2981610	hCR2+	CD21+	ANA919	1048046
2981611	hCR2+	CD21+	ANA919	1048047
2981612	hCD86+	CD86+	ANA868	1048048
2981613	hMKI67+	Ki67+	ANA889	1048048
2981614	hCD86+	CD86+	ANA868	1048049
2981615	hMKI67+	Ki67+	ANA889	1048049
2981616	hCD86+	CD86+	ANA868	1048050
2981617	hCD86+	CD86+	ANA868	1048051
2981618	hFAS-	CD95-	ANA85	1048052
2981619	hMKI67+	Ki67+	ANA889	1048052
2981620	hFAS-	CD95-	ANA85	1048053
2981621	hMKI67+	Ki67+	ANA889	1048053
2981622	hFAS-	CD95-	ANA85	1048054
2981623	hFAS-	CD95-	ANA85	1048055
2981624	hFAS+	CD95+	ANA85	1048056
2981625	hMKI67+	Ki67+	ANA889	1048056
2981626	hFAS+	CD95+	ANA85	1048057
2981627	hMKI67+	Ki67+	ANA889	1048057
2981628	hFAS+	CD95+	ANA85	1048058
2981629	hFAS+	CD95+	ANA85	1048059
2981630		IgA+		1048060
2981631	hMKI67+	Ki67+	ANA889	1048060
2981632		IgA+		1048061
2981633	hMKI67+	Ki67+	ANA889	1048061
2981634		IgA+		1048062
2981635		IgA+		1048063
2981636		IgG+		1048064
2981637	hMKI67+	Ki67+	ANA889	1048064
2981638		IgG+		1048065
2981639	hMKI67+	Ki67+	ANA889	1048065
2981640		IgG+		1048066
2981641		IgG+		1048067
2981642	hIGHM+	IgM+	ANA817	1048068
2981643	hMKI67+	Ki67+	ANA889	1048068
2981644	hIGHM+	IgM+	ANA817	1048069
2981645	hMKI67+	Ki67+	ANA889	1048069
2981646	hIGHM+	IgM+	ANA817	1048070
2981647	hIGHM+	IgM+	ANA817	1048071
